voltage,current,temperature,irradiance,power,fault_type
39.01,14.68,29.0,1153.1,572.78,NORMAL
31.91,9.16,47.8,767.9,292.35,DUST_ACCUMULATION
37.49,10.83,43.7,752.5,405.98,NORMAL
40.76,10.32,12.5,749.5,420.53,NORMAL
32.82,8.09,20.3,580.7,265.53,PARTIAL_SHADING
30.82,8.21,41.9,603.7,253.21,INVERTER_FAULT
35.5,13.93,26.3,929.4,494.43,NORMAL
34.74,7.29,5.5,900.0,253.23,PARTIAL_SHADING
32.41,9.89,30.5,612.4,320.42,DUST_ACCUMULATION
40.63,13.53,39.5,990.4,549.83,NORMAL
26.41,8.0,23.3,634.2,211.17,PANEL_DEGRADATION
35.78,10.05,27.6,909.4,359.54,PANEL_DEGRADATION
31.28,11.26,30.3,1061.1,352.17,PANEL_DEGRADATION
38.84,12.92,23.7,864.8,501.82,NORMAL
34.26,3.8,20.5,331.2,130.1,PARTIAL_SHADING
28.4,9.57,37.5,924.8,271.87,PANEL_DEGRADATION
38.3,12.65,23.5,995.0,484.63,NORMAL
38.36,12.82,38.6,922.8,491.7,NORMAL
30.42,8.27,32.8,705.8,251.46,PANEL_DEGRADATION
31.81,12.58,31.8,656.3,399.98,INVERTER_FAULT
36.03,11.65,25.0,739.5,419.74,NORMAL
39.68,13.86,16.7,864.5,549.84,NORMAL
32.96,8.57,17.9,439.8,282.54,DUST_ACCUMULATION
43.5,12.88,25.5,894.7,560.26,NORMAL
37.82,6.88,17.3,900.0,260.31,PARTIAL_SHADING
34.87,12.67,34.8,777.8,441.94,NORMAL
32.23,10.03,19.7,375.2,323.19,NORMAL
30.02,8.75,32.3,355.7,262.6,DUST_ACCUMULATION
36.09,10.53,57.1,948.4,379.97,INVERTER_FAULT
24.72,13.85,28.0,1035.9,342.42,INVERTER_FAULT
31.52,8.94,31.3,749.6,281.83,DUST_ACCUMULATION
41.55,12.57,28.0,851.9,522.38,NORMAL
25.34,9.56,44.3,710.0,242.15,INVERTER_FAULT
29.47,9.85,34.4,453.7,290.34,DUST_ACCUMULATION
38.71,13.79,45.5,848.5,534.01,NORMAL
33.36,13.74,61.3,1200.0,458.4,INVERTER_FAULT
40.11,13.15,33.8,1097.8,527.33,NORMAL
37.75,11.02,7.4,1011.7,415.98,NORMAL
29.29,13.03,2.4,840.0,381.58,INVERTER_FAULT
31.91,5.0,24.4,344.5,159.57,PARTIAL_SHADING
40.0,13.05,10.6,1024.5,521.89,NORMAL
37.71,11.31,15.6,873.3,426.35,NORMAL
32.37,10.85,30.2,1200.0,351.13,INVERTER_FAULT
36.73,10.43,17.1,693.9,383.21,NORMAL
37.91,12.1,2.2,811.5,458.71,NORMAL
32.35,8.84,32.6,660.1,286.04,PANEL_DEGRADATION
31.34,3.26,19.2,520.4,102.14,PARTIAL_SHADING
34.6,4.53,3.1,506.0,156.75,PARTIAL_SHADING
33.96,9.89,51.8,1200.0,335.83,INVERTER_FAULT
36.01,11.14,16.0,637.9,401.16,NORMAL
40.08,12.24,14.2,670.7,490.4,NORMAL
32.18,9.48,30.0,625.2,305.12,PANEL_DEGRADATION
40.02,10.3,18.3,722.4,412.25,NORMAL
33.9,10.11,30.6,520.3,342.89,NORMAL
31.34,11.86,19.5,634.3,371.54,NORMAL
34.78,9.63,17.1,657.0,334.94,DUST_ACCUMULATION
39.2,13.25,15.2,900.2,519.5,NORMAL
38.74,11.93,17.4,986.6,462.17,NORMAL
35.26,9.47,25.5,474.5,333.89,NORMAL
41.29,9.25,27.7,572.2,381.92,NORMAL
38.29,10.56,21.2,627.9,404.46,NORMAL
38.77,15.54,32.7,1021.3,602.43,NORMAL
39.9,11.97,23.0,915.4,477.68,NORMAL
31.58,10.82,58.7,897.6,341.65,INVERTER_FAULT
29.46,9.86,24.8,702.5,290.46,PANEL_DEGRADATION
42.14,12.46,21.7,974.2,525.25,NORMAL
38.75,10.48,2.7,664.7,406.11,NORMAL
40.31,10.12,22.8,865.4,407.79,NORMAL
30.81,10.63,39.3,623.0,327.51,INVERTER_FAULT
39.94,14.61,20.8,867.7,583.53,NORMAL
25.16,8.18,41.1,702.5,205.74,INVERTER_FAULT
34.32,6.17,20.2,610.7,211.63,PARTIAL_SHADING
39.72,12.73,20.6,1057.4,505.8,NORMAL
35.08,8.07,38.6,730.4,283.06,PARTIAL_SHADING
36.22,11.78,19.9,588.3,426.62,NORMAL
39.87,11.53,24.4,930.9,459.64,NORMAL
41.16,12.39,25.5,759.4,509.85,NORMAL
39.55,12.26,42.1,641.9,484.77,INVERTER_FAULT
38.19,12.96,26.0,836.8,495.1,NORMAL
34.73,13.59,35.9,811.1,471.77,NORMAL
41.85,10.75,19.2,1014.2,449.86,NORMAL
27.66,12.51,15.6,542.0,345.88,INVERTER_FAULT
35.74,9.56,23.5,574.9,341.47,NORMAL
41.24,12.9,32.0,753.8,531.76,NORMAL
34.37,10.82,30.2,596.6,371.8,NORMAL
34.7,10.9,28.7,1000.0,378.22,DUST_ACCUMULATION
30.32,8.65,26.8,685.3,262.38,INVERTER_FAULT
36.62,12.15,-1.6,1077.7,444.86,NORMAL
34.5,10.88,21.3,731.5,375.34,NORMAL
33.82,4.86,24.3,545.7,164.52,PARTIAL_SHADING
32.09,6.61,13.7,708.3,212.26,PARTIAL_SHADING
34.82,4.7,22.7,547.4,163.72,PARTIAL_SHADING
25.42,11.14,52.4,727.8,283.23,INVERTER_FAULT
32.18,9.51,42.6,466.0,306.13,NORMAL
32.33,12.2,31.1,488.7,394.32,NORMAL
36.44,10.22,19.6,449.3,372.22,NORMAL
33.27,9.71,29.3,727.3,323.09,PANEL_DEGRADATION
38.38,12.52,23.2,834.2,480.44,NORMAL
38.75,11.09,30.5,474.1,429.68,NORMAL
29.19,10.44,41.8,851.2,304.69,PANEL_DEGRADATION
25.33,8.78,15.8,431.8,222.39,INVERTER_FAULT
34.44,12.23,27.0,730.4,421.25,NORMAL
34.2,12.13,11.5,615.4,414.88,NORMAL
42.19,14.18,22.0,1200.0,598.22,NORMAL
41.97,11.33,26.2,684.9,475.44,NORMAL
37.66,11.31,27.4,729.6,425.99,NORMAL
38.16,10.81,43.1,674.6,412.55,NORMAL
27.53,8.58,41.2,582.4,236.21,PANEL_DEGRADATION
34.61,9.38,31.6,536.1,324.79,INVERTER_FAULT
35.97,6.51,35.8,684.0,234.23,PARTIAL_SHADING
36.58,10.61,24.4,494.7,388.06,NORMAL
35.76,11.6,35.5,583.8,414.82,NORMAL
23.63,10.83,48.3,706.9,255.9,INVERTER_FAULT
40.96,11.33,20.2,844.4,463.93,NORMAL
37.52,13.46,5.7,882.5,504.93,NORMAL
33.37,6.99,33.9,640.1,233.09,PARTIAL_SHADING
30.81,6.21,24.7,1044.6,191.3,INVERTER_FAULT
37.0,5.08,39.5,533.2,187.86,PARTIAL_SHADING
35.39,10.65,17.0,739.9,376.83,NORMAL
41.03,10.97,27.3,793.1,449.99,NORMAL
42.29,11.17,16.7,766.9,472.37,NORMAL
38.91,14.62,29.9,833.3,568.95,NORMAL
38.08,10.86,19.0,696.5,413.49,NORMAL
39.18,13.89,19.3,1084.1,544.23,NORMAL
32.5,10.87,21.6,659.0,353.41,PANEL_DEGRADATION
38.36,12.72,30.8,727.5,488.0,NORMAL
34.89,11.09,17.0,764.6,386.98,NORMAL
33.88,4.36,24.9,473.9,147.72,PARTIAL_SHADING
43.02,11.45,36.9,796.7,492.71,NORMAL
33.95,10.39,16.4,1064.8,352.69,PANEL_DEGRADATION
35.0,11.33,35.1,986.6,396.48,PANEL_DEGRADATION
32.06,6.73,40.3,751.3,215.92,PARTIAL_SHADING
37.17,8.43,37.2,766.6,313.39,INVERTER_FAULT
38.39,12.42,29.0,883.7,476.81,NORMAL
35.66,12.94,25.5,838.2,461.38,NORMAL
35.39,6.07,27.1,824.3,214.89,PARTIAL_SHADING
39.03,12.09,27.8,780.9,471.87,NORMAL
37.98,11.77,29.1,835.1,447.04,NORMAL
36.54,4.34,18.0,619.9,158.48,PARTIAL_SHADING
38.47,10.33,19.7,873.4,397.49,NORMAL
26.22,8.72,52.6,689.0,228.59,PANEL_DEGRADATION
29.51,9.64,38.5,595.8,284.31,PANEL_DEGRADATION
42.99,11.58,24.0,930.0,497.87,NORMAL
38.37,12.23,22.9,979.6,469.27,NORMAL
35.33,11.87,39.4,549.7,419.25,NORMAL
36.05,10.08,25.2,748.5,363.25,DUST_ACCUMULATION
27.59,9.04,33.9,611.1,249.36,PANEL_DEGRADATION
26.05,10.17,29.4,593.9,264.81,PANEL_DEGRADATION
33.34,11.82,24.9,651.8,394.15,NORMAL
27.53,7.99,7.3,710.8,219.96,PANEL_DEGRADATION
36.4,10.84,32.6,483.2,394.67,NORMAL
28.85,7.95,23.1,795.2,229.37,PANEL_DEGRADATION
30.8,6.07,42.8,678.7,187.08,PARTIAL_SHADING
39.59,11.64,22.2,599.7,460.82,NORMAL
30.95,9.67,24.7,701.3,299.39,PANEL_DEGRADATION
42.41,14.49,28.6,1162.4,614.67,NORMAL
30.62,10.84,23.6,1009.9,332.03,PANEL_DEGRADATION
32.97,11.44,21.7,1200.0,377.25,PANEL_DEGRADATION
36.06,11.77,20.2,669.7,424.48,NORMAL
33.02,10.95,21.6,514.3,361.59,DUST_ACCUMULATION
33.88,11.63,32.5,613.4,394.04,NORMAL
33.69,6.33,8.3,561.4,213.3,PARTIAL_SHADING
25.88,6.96,16.0,320.4,180.18,PARTIAL_SHADING
33.58,7.17,24.6,761.8,240.71,PARTIAL_SHADING
40.67,11.55,26.8,960.1,469.57,NORMAL
33.53,5.78,29.0,506.2,193.78,PARTIAL_SHADING
35.35,12.27,22.1,864.8,433.82,NORMAL
38.38,7.34,-7.7,954.3,281.62,INVERTER_FAULT
40.36,11.13,24.1,874.9,449.18,NORMAL
36.97,12.01,28.5,706.5,443.99,NORMAL
33.29,11.14,27.5,381.0,370.81,NORMAL
40.3,13.15,33.5,1100.2,530.06,NORMAL
42.12,12.76,37.2,969.4,537.39,NORMAL
30.22,9.49,32.9,1006.1,286.75,PANEL_DEGRADATION
40.92,12.65,25.5,945.5,517.52,NORMAL
37.1,11.86,25.1,682.2,440.16,NORMAL
43.44,10.72,-8.4,999.6,465.63,INVERTER_FAULT
36.68,10.41,31.4,612.3,381.83,NORMAL
39.36,12.3,27.2,761.9,484.31,NORMAL
36.17,10.79,65.1,793.8,390.24,INVERTER_FAULT
41.49,11.96,36.9,1021.1,496.31,NORMAL
38.47,10.98,28.0,645.7,422.21,NORMAL
31.17,10.47,35.4,1122.7,326.46,PANEL_DEGRADATION
32.62,7.44,32.0,689.6,242.87,PARTIAL_SHADING
26.51,7.66,17.7,824.1,203.0,PANEL_DEGRADATION
33.12,10.81,40.5,623.0,358.12,NORMAL
39.91,15.89,35.1,1128.4,634.31,NORMAL
37.21,12.04,36.3,811.8,447.98,NORMAL
37.27,13.05,8.5,522.1,486.33,NORMAL
32.86,6.5,30.8,702.0,213.51,PARTIAL_SHADING
21.73,9.4,30.8,649.2,204.25,INVERTER_FAULT
36.12,13.37,18.8,994.2,482.81,NORMAL
28.66,5.13,34.4,451.6,147.05,PARTIAL_SHADING
39.75,11.25,30.5,606.2,447.36,NORMAL
34.77,10.96,29.4,481.4,381.11,NORMAL
30.21,9.83,30.8,684.2,297.02,PANEL_DEGRADATION
26.06,10.79,34.8,743.2,281.09,PANEL_DEGRADATION
27.54,9.97,39.0,744.9,274.44,PANEL_DEGRADATION
29.96,12.64,20.1,1163.9,378.71,PANEL_DEGRADATION
38.34,12.98,17.7,904.9,497.58,NORMAL
40.02,14.25,23.5,808.8,570.39,NORMAL
41.55,13.46,8.1,1091.9,559.13,NORMAL
39.75,10.64,41.4,639.3,423.03,NORMAL
28.29,6.5,19.7,645.4,183.9,PARTIAL_SHADING
35.54,10.19,14.9,683.7,362.29,NORMAL
35.24,11.94,25.3,648.2,420.83,NORMAL
34.67,12.7,33.3,866.2,440.53,NORMAL
38.87,14.42,44.5,939.0,560.56,NORMAL
40.19,11.64,25.8,911.7,467.77,NORMAL
39.34,10.78,25.8,617.0,423.98,NORMAL
38.0,12.77,31.1,1018.3,485.42,NORMAL
39.31,9.92,37.4,713.1,389.82,DUST_ACCUMULATION
37.95,12.05,28.6,694.5,457.52,NORMAL
26.35,5.95,11.7,482.1,156.88,PARTIAL_SHADING
43.67,14.03,13.7,1200.0,612.78,NORMAL
40.0,11.79,24.0,816.4,471.68,NORMAL
29.77,10.18,44.0,913.7,303.16,INVERTER_FAULT
39.13,12.53,16.0,907.3,490.19,NORMAL
39.92,5.4,27.0,566.2,215.53,PARTIAL_SHADING
29.29,8.49,14.3,802.1,248.78,PANEL_DEGRADATION
37.97,12.54,30.3,811.3,476.29,NORMAL
32.79,8.32,27.9,222.3,272.76,NORMAL
40.63,15.02,37.2,1106.2,610.39,NORMAL
36.14,10.73,20.9,687.3,387.75,NORMAL
37.54,11.61,26.7,722.4,436.08,NORMAL
23.27,9.44,40.9,493.1,219.59,PANEL_DEGRADATION
36.73,10.7,34.9,774.3,393.01,NORMAL
37.93,9.95,32.6,908.3,377.42,NORMAL
39.94,11.74,17.0,972.6,469.12,NORMAL
38.21,11.01,30.8,796.9,420.74,NORMAL
37.95,9.94,24.6,561.4,377.38,NORMAL
38.2,10.42,8.9,525.6,397.98,NORMAL
25.23,10.3,18.2,1028.5,259.9,INVERTER_FAULT
34.82,12.22,22.7,1200.0,425.62,PANEL_DEGRADATION
34.22,5.14,17.5,604.8,175.77,PARTIAL_SHADING
38.02,11.32,25.9,754.2,430.2,NORMAL
37.71,10.0,15.3,530.6,376.91,NORMAL
33.11,4.89,20.6,532.3,161.86,PARTIAL_SHADING
29.99,10.06,20.9,999.2,301.56,PANEL_DEGRADATION
41.57,15.49,30.6,1065.6,644.02,NORMAL
42.4,14.05,43.0,1091.1,595.72,NORMAL
29.23,3.67,16.6,545.3,107.25,PARTIAL_SHADING
38.19,12.25,26.5,915.9,467.77,NORMAL
40.34,11.72,33.2,861.5,472.91,NORMAL
38.81,10.59,22.8,967.5,410.98,INVERTER_FAULT
34.14,4.8,36.7,699.4,163.91,PARTIAL_SHADING
33.31,9.97,27.0,683.0,332.08,DUST_ACCUMULATION
43.59,13.57,32.2,898.9,591.51,NORMAL
40.64,12.95,7.4,913.1,526.12,NORMAL
31.3,5.5,29.8,506.6,172.17,PARTIAL_SHADING
36.42,12.38,16.5,758.2,450.87,NORMAL
38.41,11.61,39.5,944.0,445.93,NORMAL
28.27,8.7,30.2,773.2,245.85,PANEL_DEGRADATION
42.9,12.32,21.3,944.5,528.63,NORMAL
37.09,7.34,56.9,460.2,272.19,INVERTER_FAULT
33.84,13.03,37.6,494.9,441.09,NORMAL
38.54,7.74,18.1,619.0,298.4,PARTIAL_SHADING
36.36,5.71,30.9,753.6,207.63,PARTIAL_SHADING
42.13,13.8,18.5,1023.2,581.27,NORMAL
34.28,8.99,23.1,571.7,308.26,NORMAL
39.34,13.06,11.3,896.0,513.65,NORMAL
39.99,12.26,30.8,1044.2,490.33,NORMAL
31.69,9.56,6.8,1039.7,302.85,PANEL_DEGRADATION
33.15,11.64,32.7,694.4,385.98,NORMAL
33.22,8.76,11.1,706.8,291.09,INVERTER_FAULT
36.19,10.51,24.5,577.7,380.35,NORMAL
40.12,14.13,20.4,1132.3,566.87,NORMAL
34.33,6.1,19.3,659.3,209.42,PARTIAL_SHADING
36.04,11.07,23.0,780.0,399.11,NORMAL
28.54,12.66,21.2,631.9,361.38,INVERTER_FAULT
28.8,7.89,21.0,795.7,227.32,PANEL_DEGRADATION
39.61,13.25,22.2,947.4,524.91,NORMAL
35.65,8.27,25.9,778.1,294.95,INVERTER_FAULT
32.55,12.18,12.9,843.0,396.47,DUST_ACCUMULATION
31.14,7.79,42.0,409.3,242.44,DUST_ACCUMULATION
36.37,12.26,36.5,840.1,445.97,NORMAL
32.82,13.59,37.3,740.9,445.97,INVERTER_FAULT
36.73,11.83,-4.2,585.6,434.57,NORMAL
40.12,13.84,14.7,1154.0,555.38,NORMAL
36.34,11.02,38.7,763.4,400.42,NORMAL
37.43,13.26,17.3,1032.4,496.23,NORMAL
35.35,9.81,11.6,741.6,346.8,INVERTER_FAULT
38.13,11.53,24.9,605.3,439.71,NORMAL
40.06,11.45,10.6,822.7,458.55,NORMAL
41.91,13.0,30.4,1037.6,544.64,NORMAL
37.68,13.51,16.5,896.9,509.27,NORMAL
28.24,8.96,42.3,746.9,252.94,INVERTER_FAULT
40.18,7.3,41.4,609.0,293.38,INVERTER_FAULT
39.43,12.2,27.4,838.3,480.89,NORMAL
35.5,11.92,29.3,587.5,423.29,NORMAL
41.65,12.26,22.3,806.5,510.51,NORMAL
33.4,9.76,29.7,838.9,326.17,INVERTER_FAULT
35.15,10.67,34.2,1161.6,375.16,PANEL_DEGRADATION
36.82,12.9,2.6,781.8,475.05,NORMAL
39.2,12.47,30.5,968.1,489.01,NORMAL
38.2,12.59,4.7,667.5,481.13,NORMAL
35.21,6.23,20.7,749.7,219.18,PARTIAL_SHADING
36.83,4.85,17.1,655.9,178.49,PARTIAL_SHADING
39.74,11.81,22.4,856.7,469.26,NORMAL
36.88,13.5,35.1,1075.2,497.94,NORMAL
39.73,13.0,26.8,902.8,516.6,NORMAL
31.25,10.97,40.0,557.6,342.85,PANEL_DEGRADATION
34.87,11.4,2.2,459.0,397.39,NORMAL
37.59,11.66,24.1,692.9,438.16,NORMAL
37.52,11.88,32.5,713.0,445.82,NORMAL
31.41,8.83,43.0,612.9,277.36,PANEL_DEGRADATION
38.29,12.02,43.4,873.5,460.14,NORMAL
31.02,10.89,22.0,423.0,337.9,NORMAL
39.69,12.78,42.1,990.1,507.32,NORMAL
32.56,11.43,24.4,816.6,372.11,PANEL_DEGRADATION
39.23,12.99,36.6,869.5,509.52,NORMAL
27.15,9.08,42.0,837.9,246.66,PANEL_DEGRADATION
38.75,13.46,38.7,902.2,521.7,NORMAL
31.22,7.13,42.5,783.3,222.7,PARTIAL_SHADING
41.85,11.58,16.6,750.8,484.54,NORMAL
35.15,10.48,35.3,966.2,368.47,DUST_ACCUMULATION
36.68,9.49,2.9,712.1,348.19,NORMAL
35.16,9.04,32.6,499.1,317.73,NORMAL
41.13,15.82,19.2,1016.9,650.47,NORMAL
38.11,11.09,31.7,768.0,422.52,NORMAL
38.17,13.18,3.4,820.7,503.07,NORMAL
26.54,3.9,9.9,493.7,103.43,PARTIAL_SHADING
37.24,9.73,58.0,954.4,362.47,INVERTER_FAULT
33.85,8.41,29.8,613.0,284.65,DUST_ACCUMULATION
26.02,4.96,16.1,559.7,129.07,PARTIAL_SHADING
42.07,13.35,20.1,1104.3,561.72,NORMAL
31.2,5.33,39.1,436.4,166.22,PARTIAL_SHADING
34.19,6.53,32.6,631.0,223.27,PARTIAL_SHADING
35.65,10.65,26.1,571.3,379.57,NORMAL
38.08,14.73,20.1,1200.0,561.04,NORMAL
32.02,8.01,29.3,745.4,256.57,PARTIAL_SHADING
30.87,6.81,14.1,458.4,210.18,PARTIAL_SHADING
28.83,9.65,33.1,857.7,278.21,PANEL_DEGRADATION
42.67,14.43,8.4,1060.9,615.83,NORMAL
35.56,11.32,12.9,749.3,402.47,NORMAL
39.5,13.1,39.0,1062.1,517.44,NORMAL
36.96,14.38,13.2,1022.1,531.63,NORMAL
36.33,12.4,27.8,794.7,450.38,NORMAL
37.81,12.41,20.2,801.1,469.36,NORMAL
37.31,13.51,21.3,782.3,504.01,NORMAL
38.29,12.81,27.3,781.3,490.54,NORMAL
30.85,7.34,35.4,778.5,226.44,PANEL_DEGRADATION
42.74,14.23,47.3,1146.5,608.35,NORMAL
33.35,10.07,16.3,587.3,335.89,NORMAL
31.31,7.07,37.0,343.7,221.42,DUST_ACCUMULATION
33.07,6.62,22.1,220.5,218.89,PARTIAL_SHADING
32.17,5.03,12.2,532.8,161.85,PARTIAL_SHADING
40.68,12.35,29.7,850.7,502.46,NORMAL
35.95,12.51,27.8,727.6,449.73,NORMAL
37.63,10.4,34.6,875.4,391.35,INVERTER_FAULT
36.38,9.83,16.6,510.4,357.53,NORMAL
35.84,10.09,56.4,372.9,361.55,NORMAL
37.33,10.3,24.0,914.9,384.37,DUST_ACCUMULATION
40.06,14.17,23.0,1033.2,567.64,NORMAL
39.27,12.27,26.9,931.2,481.79,NORMAL
32.71,5.48,36.0,742.8,179.31,PARTIAL_SHADING
38.65,11.89,33.6,674.7,459.44,NORMAL
39.87,11.92,32.2,903.0,475.33,NORMAL
32.16,11.22,38.5,1037.8,360.86,PANEL_DEGRADATION
36.32,11.69,17.6,767.4,424.71,NORMAL
38.27,12.72,23.7,821.4,486.67,NORMAL
39.32,12.94,16.8,800.2,508.76,NORMAL
35.68,11.08,17.9,767.7,395.18,NORMAL
39.13,10.83,23.1,965.9,423.61,NORMAL
34.85,13.28,25.2,815.8,462.9,NORMAL
34.58,5.68,26.8,147.1,196.41,PARTIAL_SHADING
37.48,11.45,32.8,578.9,429.25,NORMAL
29.19,10.87,60.0,1012.0,317.3,PANEL_DEGRADATION
35.56,11.46,20.9,661.1,407.46,NORMAL
34.91,4.49,25.2,506.1,156.6,PARTIAL_SHADING
38.33,12.52,16.3,965.0,479.99,NORMAL
41.51,12.06,20.1,945.7,500.84,NORMAL
34.71,10.67,32.9,970.2,370.54,INVERTER_FAULT
41.01,10.61,44.8,786.9,434.93,NORMAL
34.22,6.43,37.4,744.8,220.12,PARTIAL_SHADING
37.53,12.34,22.2,840.7,463.24,NORMAL
35.11,9.7,31.0,800.1,340.75,NORMAL
37.66,10.28,10.8,519.1,386.98,NORMAL
37.59,10.55,17.9,924.4,396.44,INVERTER_FAULT
38.46,12.55,41.0,994.2,482.76,NORMAL
28.19,7.05,36.3,469.6,198.76,PARTIAL_SHADING
30.4,4.47,23.5,628.8,135.99,PARTIAL_SHADING
39.56,11.53,15.0,808.2,456.08,NORMAL
34.51,7.84,13.7,494.9,270.44,NORMAL
41.96,13.74,32.8,1200.0,576.43,NORMAL
37.91,11.04,30.6,1000.0,418.65,DUST_ACCUMULATION
39.49,11.02,26.9,752.5,435.14,NORMAL
35.85,10.81,10.3,552.2,387.62,NORMAL
28.11,9.25,38.1,934.0,260.1,PANEL_DEGRADATION
39.86,11.15,17.0,651.4,444.37,NORMAL
35.52,11.4,27.3,804.2,405.11,NORMAL
39.46,13.75,15.1,867.8,542.7,NORMAL
42.16,11.48,36.4,899.6,484.1,NORMAL
38.75,10.8,22.6,927.7,418.62,NORMAL
26.71,14.12,37.3,736.0,377.27,INVERTER_FAULT
38.08,10.41,30.8,807.6,396.51,NORMAL
32.03,7.09,21.4,571.5,227.01,PARTIAL_SHADING
36.47,10.2,24.2,687.3,372.16,NORMAL
33.95,12.03,30.9,714.2,408.46,NORMAL
36.89,11.32,26.6,656.7,417.79,NORMAL
37.57,12.91,25.2,885.2,485.15,NORMAL
38.86,12.21,33.3,607.7,474.65,NORMAL
40.34,13.48,28.6,1096.8,543.95,NORMAL
40.49,11.35,22.9,923.7,459.57,NORMAL
38.82,13.15,20.5,976.5,510.47,NORMAL
36.37,12.32,20.1,796.1,448.03,NORMAL
38.19,14.07,23.2,948.8,537.16,NORMAL
38.7,12.84,26.5,849.5,496.67,NORMAL
32.69,12.21,32.9,663.1,399.08,NORMAL
27.37,5.51,19.0,493.5,150.89,PARTIAL_SHADING
37.4,12.18,31.9,718.6,455.41,NORMAL
37.49,13.51,51.3,909.8,506.36,NORMAL
37.37,13.32,34.2,762.2,497.8,NORMAL
37.72,11.38,11.7,881.8,429.32,NORMAL
29.42,8.93,38.0,279.2,262.55,INVERTER_FAULT
38.17,13.46,32.4,1007.4,513.75,NORMAL
26.03,8.61,39.8,444.3,224.25,INVERTER_FAULT
37.92,11.67,-0.6,938.0,442.38,NORMAL
40.69,13.14,13.5,935.9,534.76,NORMAL
37.6,11.52,13.0,587.5,433.08,NORMAL
38.37,14.21,22.5,956.7,545.1,NORMAL
40.41,11.78,27.3,680.3,476.19,NORMAL
40.14,10.92,39.0,883.7,438.12,NORMAL
40.01,12.01,33.0,994.1,480.66,NORMAL
40.28,13.49,23.2,921.3,543.59,NORMAL
37.04,7.09,24.3,722.4,262.68,PARTIAL_SHADING
29.95,8.67,25.7,967.8,259.7,INVERTER_FAULT
41.38,13.15,34.4,1011.6,544.04,NORMAL
37.21,11.76,21.1,581.7,437.47,NORMAL
39.43,10.94,29.5,787.9,431.27,NORMAL
33.09,9.48,30.6,900.1,313.7,PANEL_DEGRADATION
21.42,12.79,27.1,898.4,273.92,INVERTER_FAULT
36.52,11.69,14.9,576.6,427.0,NORMAL
31.92,9.6,13.6,936.7,306.33,PANEL_DEGRADATION
32.9,12.08,11.5,594.1,397.5,NORMAL
29.87,6.42,23.5,497.2,191.85,PARTIAL_SHADING
35.46,10.34,37.4,576.7,366.44,NORMAL
27.69,12.35,52.2,1077.5,342.05,INVERTER_FAULT
